ULURP_NUM,the_geom,ENUMBER,CEQR_NUM,BOROCODE,TAXBLOCK,TAXLOT,BBL
080099ZMM,POINT (-73.93466911887073 40.80290936839486),E-201,07DCP030M,1,1789,35,1017890035
080099ZMM,POINT (-73.93474749748229 40.802942371951445),E-201,07DCP030M,1,1789,36,1017890036
080099ZMM,POINT (-73.93514301646589 40.80310892091959),E-201,07DCP030M,1,1789,42,1017890042
080099ZMM,POINT (-73.93526281624452 40.80315936757369),E-201,07DCP030M,1,1789,43,1017890043
080099ZMM,POINT (-73.93538281402864 40.80320989615911),E-201,07DCP030M,1,1789,45,1017890045
170358ZMM 170359ZRM 170361ZMM 170362ZRM,POINT (-73.93646548954428 40.79829294154806),E-422,17DCP048M,1,1795,1,1017950001
170358ZMM 170359ZRM 170361ZMM 170362ZRM,POINT (-73.93641767428979 40.798358253636046),E-422,17DCP048M,1,1795,2,1017950002
170358ZMM 170359ZRM 170361ZMM 170362ZRM,POINT (-73.9363716149848 40.798421166841344),E-422,17DCP048M,1,1795,3,1017950003
170358ZMM 170359ZRM 170361ZMM 170362ZRM,POINT (-73.9359699967102 40.7989841168929),E-422,17DCP048M,1,1796,2,1017960002
170275ZMM 170276ZRM 170093MMM 170278PPM,POINT (-73.93162106021175 40.803214676234),E-409,16DME011M,1,1803,1,1018030001
030234(A)ZMM,POINT (-73.93356290604919 40.79800386203898),E-114,03DCP025Y,1,1807,1,1018070001
030234(A)ZMM,POINT (-73.93327931054229 40.797886069558174),E-114,03DCP025Y,1,1807,5,1018070005
030234(A)ZMM,POINT (-73.93341164859811 40.798181347896914),E-114,03DCP025Y,1,1807,48,1018070048
070427ZMM,POINT (-73.9604448390984 40.80049819300868),E-182,07DCP060M,1,1844,52,1018440052
130208ZMM,POINT (-73.96428463496649 40.7994244261579),E-328,14DCP084M,1,1860,20,1018600020
130208ZMM,POINT (-73.9652562864597 40.79993968353733),E-328,14DCP084M,1,1860,57,1018600057
070427ZMM,POINT (-73.96472371113187 40.801237066324305),E-182,07DCP060M,1,1862,3,1018620003
070427ZMM,POINT (-73.9714301719921 40.79563103180388),E-182,07DCP060M,1,1869,13,1018690013
070427ZMM,POINT (-73.97004925559436 40.796277194178884),E-182,07DCP060M,1,1870,43,1018700043
070427ZMM,POINT (-73.97015910513157 40.7975812911504),E-182,07DCP060M,1,1872,11,1018720011
070427ZMM,POINT (-73.96947625137027 40.79715640882383),E-182,07DCP060M,1,1872,19,1018720019
070427ZMM,POINT (-73.96942871830414 40.797221423105405),E-182,07DCP060M,1,1872,20,1018720020
070427ZMM,POINT (-73.97005671231993 40.7977208807492),E-182,07DCP060M,1,1872,52,1018720052
070427ZMM,POINT (-73.96994830723612 40.797869584443475),E-182,07DCP060M,1,1872,54,1018720054
070427ZMM,POINT (-73.96966051015283 40.798170318209166),E-182,07DCP060M,1,1873,10,1018730010
070427ZMM,POINT (-73.96872499282193 40.79815157281947),E-182,07DCP060M,1,1873,42,1018730042
070427ZMM,POINT (-73.96847665159063 40.79850309257918),E-182,07DCP060M,1,1874,22,1018740022
070427ZMM,POINT (-73.96845688394731 40.80035116748736),E-182,07DCP060M,1,1876,12,1018760012
070427ZMM,POINT (-73.96766969470133 40.799920249627704),E-182,07DCP060M,1,1876,17,1018760017
070427ZMM,POINT (-73.96762753129406 40.80000345382889),E-182,07DCP060M,1,1876,49,1018760049
070427ZMM,POINT (-73.968393834643 40.80048128855552),E-182,07DCP060M,1,1876,58,1018760058
070427ZMM,POINT (-73.96762022398258 40.80064059006609),E-182,07DCP060M,1,1877,15,1018770015
070427ZMM,POINT (-73.9675252831279 40.800568874621916),E-182,07DCP060M,1,1877,16,1018770016
070427ZMM,POINT (-73.96744545163673 40.80053517523696),E-182,07DCP060M,1,1877,17,1018770017
070427ZMM,POINT (-73.96726338701328 40.80078463577663),E-182,07DCP060M,1,1877,48,1018770048
070427ZMM,POINT (-73.96734322937523 40.800818337990854),E-182,07DCP060M,1,1877,49,1018770049
070427ZMM,POINT (-73.96741903059511 40.80085031455164),E-182,07DCP060M,1,1877,50,1018770050
070427ZMM,POINT (-73.96751596844403 40.801011950879854),E-182,07DCP060M,1,1877,51,1018770051
070427ZMM,POINT (-73.96756846396825 40.800881685054556),E-182,07DCP060M,1,1877,52,1018770052
070427ZMM,POINT (-73.96768754491015 40.80060730849859),E-182,07DCP060M,1,1877,59,1018770059
070427ZMM,POINT (-73.96833984380102 40.801315391643264),E-182,07DCP060M,1,1877,61,1018770061
070427ZMM,POINT (-73.96839948470932 40.801172794173425),E-182,07DCP060M,1,1877,63,1018770063
070427ZMM,POINT (-73.96774901472494 40.80402897207134),E-182,07DCP060M,1,1893,39,1018930039
070427ZMM,POINT (-73.96740864517301 40.80390474440636),E-182,07DCP060M,1,1893,43,1018930043
070427ZMM,POINT (-73.96725520747923 40.8041150646139),E-182,07DCP060M,1,1893,50,1018930050
080099ZMM,POINT (-73.94623916998547 40.8076098915864),E-201,07DCP030M,1,1909,33,1019090033
080099ZMM,POINT (-73.94655393109122 40.807848907698784),E-201,07DCP030M,1,1909,41,1019090041
080099ZMM,POINT (-73.94676671424115 40.80799930830101),E-201,07DCP030M,1,1909,44,1019090044
080099ZMM,POINT (-73.94709033563903 40.80798040814062),E-201,07DCP030M,1,1909,46,1019090046
080099ZMM,POINT (-73.94802392819973 40.80853429068633),E-201,07DCP030M,1,1909,59,1019090059
080099ZMM,POINT (-73.94822339925948 40.80861776116347),E-201,07DCP030M,1,1909,63,1019090063
080099ZMM,POINT (-73.94689345223091 40.80883475885669),E-201,07DCP030M,1,1910,1,1019100001
080099ZMM,POINT (-73.94600940081033 40.80841165622895),E-201,07DCP030M,1,1910,7501,1019107501
130271ZMM,POINT (-73.94740625779465 40.809713819642674),E-313,07HPD027M,1,1911,1,1019110001
170050ZMM 170052ZRM,POINT (-73.94345236974215 40.81122171108923),E-377,16HPD078M,1,1915,29,1019150029
170050ZMM 170052ZRM,POINT (-73.94338505468696 40.81131316682113),E-377,16HPD078M,1,1915,31,1019150031
140070ZMM,POINT (-73.95324329598844 40.80500215168745),E-327,14DCP043M,1,1923,14,1019230014
140070ZMM,POINT (-73.95303633949537 40.804836750429324),E-327,14DCP043M,1,1923,49,1019230049
140070ZMM,POINT (-73.95340860027478 40.80505555064259),E-327,14DCP043M,1,1923,52,1019230052
030436 ZMM,POINT (-73.9512691878378 40.80889137962332),E-120,03DCP026M,1,1929,6,1019290006
M840090A ZSM,POINT (-73.95037987219095 40.80837886812843),R-199,10DCP028M,1,1929,17,1019290017
080099ZMM,POINT (-73.9511241131975 40.809672634371005),E-201,07DCP030M,1,1930,1,1019300001
080099ZMM,POINT (-73.94920404025584 40.80886643230542),E-201,07DCP030M,1,1930,37,1019300037
080099ZMM,POINT (-73.94944565680993 40.808966887308195),E-201,07DCP030M,1,1930,40,1019300040
080099ZMM,POINT (-73.94958635023653 40.80902604680121),E-201,07DCP030M,1,1930,41,1019300041
080099ZMM,POINT (-73.94992373532689 40.80932867831975),E-201,07DCP030M,1,1930,49,1019300049
080099ZMM,POINT (-73.95004263814344 40.809378674223275),E-201,07DCP030M,1,1930,50,1019300050
080099ZMM,POINT (-73.95016367257473 40.80942956602006),E-201,07DCP030M,1,1930,51,1019300051
080099ZMM,POINT (-73.95038952995513 40.80931057527795),E-201,07DCP030M,1,1930,53,1019300053
080099ZMM,POINT (-73.95057043637198 40.80943983211652),E-201,07DCP030M,1,1930,55,1019300055
080099ZMM,POINT (-73.95072711467927 40.809505711176975),E-201,07DCP030M,1,1930,57,1019300057
080099ZMM,POINT (-73.95079551021576 40.809695233066456),E-201,07DCP030M,1,1930,59,1019300059
080099ZMM,POINT (-73.95064745262772 40.81025703992905),E-201,07DCP030M,1,1931,1,1019310001
080099ZMM,POINT (-73.9485883152745 40.80939017266708),E-201,07DCP030M,1,1931,27,1019310027
080099ZMM,POINT (-73.95015319900914 40.810368353047416),E-201,07DCP030M,1,1931,56,1019310056
080099ZMM,POINT (-73.95046696636514 40.81057924168589),E-201,07DCP030M,1,1931,61,1019310061
080099ZMM,POINT (-73.95053236995516 40.810489323545596),E-201,07DCP030M,1,1931,63,1019310063
080099ZMM,POINT (-73.95057635071043 40.81042885597092),E-201,07DCP030M,1,1931,64,1019310064
080132ZMM,POINT (-73.95029489208542 40.81080770855802),E-204,07DME009M,1,1932,1,1019320001
080132ZMM,POINT (-73.95022733769073 40.81089953108395),E-204,07DME009M,1,1932,2,1019320002
080132ZMM,POINT (-73.95011526111058 40.81105188287965),E-204,07DME009M,1,1932,4,1019320004
080132ZMM,POINT (-73.94999769187551 40.81080189700225),E-204,07DME009M,1,1932,5,1019320005
080132ZMM,POINT (-73.9498949652586 40.810758549267256),E-204,07DME009M,1,1932,7,1019320007
080132ZMM,POINT (-73.95002781797447 40.81125514497407),E-204,07DME009M,1,1932,61,1019320061
080132ZMM,POINT (-73.95002553945683 40.81117382994539),E-204,07DME009M,1,1932,62,1019320062
080132ZMM,POINT (-73.94983180070953 40.81073189948295),E-204,07DME009M,1,1932,107,1019320107
080132ZMM,POINT (-73.94986590189188 40.81118682685962),E-204,07DME009M,1,1932,160,1019320160
030436 ZMM,POINT (-73.9553085030225 40.805851180973356),E-120,03DCP026M,1,1944,40,1019440040
030436 ZMM,POINT (-73.95537775008586 40.80588038664855),E-120,03DCP026M,1,1944,41,1019440041
030436 ZMM,POINT (-73.95544101177795 40.805907065871544),E-120,03DCP026M,1,1944,42,1019440042
030436 ZMM,POINT (-73.95556653655436 40.805960005096324),E-120,03DCP026M,1,1944,43,1019440043
030436 ZMM,POINT (-73.95330357870849 40.80812738625819),E-120,03DCP026M,1,1948,35,1019480035
080099ZMM,POINT (-73.95346915837692 40.81074437943937),E-201,07DCP030M,1,1951,7,1019510007
080099ZMM,POINT (-73.95244431164089 40.81041931650569),E-201,07DCP030M,1,1951,43,1019510043
080099ZMM,POINT (-73.95310162404863 40.810675325331005),E-201,07DCP030M,1,1951,51,1019510051
080099ZMM,POINT (-73.95355261598141 40.811438434766295),E-201,07DCP030M,1,1952,2,1019520002
080099ZMM,POINT (-73.95297473385325 40.811233340892876),E-201,07DCP030M,1,1952,9,1019520009
080099ZMM,POINT (-73.95217845758305 40.81093288557832),E-201,07DCP030M,1,1952,19,1019520019
080099ZMM,POINT (-73.95206702633334 40.81086015743094),E-201,07DCP030M,1,1952,21,1019520021
080099ZMM,POINT (-73.9519941708636 40.810811957692856),E-201,07DCP030M,1,1952,22,1019520022
080099ZMM,POINT (-73.951860942728 40.81077766431649),E-201,07DCP030M,1,1952,23,1019520023
080099ZMM,POINT (-73.95162700753396 40.81082923786163),E-201,07DCP030M,1,1952,25,1019520025
080099ZMM,POINT (-73.95160433048646 40.810654388601755),E-201,07DCP030M,1,1952,27,1019520027
080099ZMM,POINT (-73.95152330553262 40.810619996969486),E-201,07DCP030M,1,1952,28,1019520028
080099ZMM,POINT (-73.9512199414147 40.81065044631574),E-201,07DCP030M,1,1952,29,1019520029
080099ZMM,POINT (-73.9513230452169 40.81086287138752),E-201,07DCP030M,1,1952,37,1019520037
080099ZMM,POINT (-73.95143056415515 40.810908509833595),E-201,07DCP030M,1,1952,38,1019520038
080099ZMM,POINT (-73.95168884638021 40.81103262409243),E-201,07DCP030M,1,1952,41,1019520041
080099ZMM,POINT (-73.95331187919251 40.8117838638678),E-201,07DCP030M,1,1952,61,1019520061
080099ZMM,POINT (-73.95361751481994 40.811465988205924),E-201,07DCP030M,1,1952,101,1019520101
080099ZMM,POINT (-73.95137602683218 40.81088536116319),E-201,07DCP030M,1,1952,138,1019520138
080219ZMM,POINT (-73.95034509182413 40.8118085676204),E-212,03HPD020M,1,1954,31,1019540031
080219ZMM,POINT (-73.95034156314493 40.812125109009926),E-212,03HPD020M,1,1954,136,1019540136
170081ZMM 170082ZRM 170083ZAM 170084ZCM,POINT (-73.95005034694887 40.81262484758451),E-394,16HPD152M,1,1955,7,1019550007
170081ZMM 170082ZRM 170083ZAM 170084ZCM,POINT (-73.95007702323456 40.812467680902486),E-394,16HPD152M,1,1955,9,1019550009
170081ZMM 170082ZRM 170083ZAM 170084ZCM,POINT (-73.94997435492657 40.81230700295146),E-394,16HPD152M,1,1955,10,1019550010
170081ZMM 170082ZRM 170083ZAM 170084ZCM,POINT (-73.94992922568815 40.812368257715406),E-394,16HPD152M,1,1955,11,1019550011
970155 ZMM,POINT (-73.94776509963303 40.816829006379876),E-77,97HPD002M,1,1959,54,1019590054
970155 ZMM,POINT (-73.94736547392837 40.81636620966186),E-77,97HPD002M,1,1959,7501,1019597501
120309ZMM,POINT (-73.95426066929318 40.81208433409221),E-284,12DCP070M,1,1966,77,1019660077
120309ZMM,POINT (-73.9543703110544 40.8121892143607),E-284,12DCP070M,1,1966,78,1019660078
120309ZMM,POINT (-73.95444522448913 40.81227439142824),E-284,12DCP070M,1,1966,80,1019660080
120309ZMM,POINT (-73.95449704029588 40.8123340914619),E-284,12DCP070M,1,1966,81,1019660081
120309ZMM,POINT (-73.95454834932156 40.81239320865001),E-284,12DCP070M,1,1966,82,1019660082
120309ZMM,POINT (-73.95457709557682 40.81245218185308),E-284,12DCP070M,1,1966,83,1019660083
120309ZMM,POINT (-73.95499298042758 40.81290317539798),E-284,12DCP070M,1,1966,95,1019660095
120309ZMM,POINT (-73.95563110866077 40.81383479003064),E-284,12DCP070M,1,1966,107,1019660107
120309ZMM,POINT (-73.95565618290527 40.81372734423657),E-284,12DCP070M,1,1966,108,1019660108
120309ZMM,POINT (-73.95444566478203 40.81295752068348),E-284,12DCP070M,1,1967,9,1019670009
120309ZMM,POINT (-73.9543573895758 40.812950079179814),E-284,12DCP070M,1,1967,10,1019670010
120309ZMM,POINT (-73.95425077442853 40.812881986333906),E-284,12DCP070M,1,1967,12,1019670012
120309ZMM,POINT (-73.95493626421685 40.81373065538461),E-284,12DCP070M,1,1967,45,1019670045
120309ZMM,POINT (-73.95430995344921 40.81343673960221),E-284,12DCP070M,1,1967,60,1019670060
120309ZMM,POINT (-73.95388910207167 40.8132585221166),E-284,12DCP070M,1,1967,66,1019670066
120309ZMM,POINT (-73.95384341230742 40.813556337929825),E-284,12DCP070M,1,1967,85,1019670085
120309ZMM,POINT (-73.9544787656386 40.81381890539684),E-284,12DCP070M,1,1967,89,1019670089
120309ZMM,POINT (-73.95372144935808 40.814101505028276),E-284,12DCP070M,1,1968,16,1019680016
080039 ZMM,POINT (-73.95398710013605 40.815083069525365),R-158,07DCP076M,1,1969,6,1019690006
080039ZMM,POINT (-73.95362386961094 40.81480860285557),E-239,07DCP076M,1,1969,12,1019690012
080039ZMM,POINT (-73.95340802419209 40.81508857044029),E-239,07DCP076M,1,1969,68,1019690068
120309ZMM,POINT (-73.95357434475672 40.81557323192331),E-284,12DCP070M,1,1970,9,1019700009
080099ZMM,POINT (-73.958011980174 40.814873383111774),E-201,07DCP030M,1,1980,75,1019800075
070495 ZMM,POINT (-73.95639876259351 40.817582188672134),R-146,06DCP032M,1,1986,1,1019860001
070495 ZMM,POINT (-73.95612962530036 40.817469196712594),R-146,06DCP032M,1,1986,6,1019860006
070495ZMM,POINT (-73.95612962530036 40.817469196712594),R-226,06DCP032M,1,1986,6,1019860006
070495 ZMM,POINT (-73.95591283002724 40.8173751678981),R-146,06DCP032M,1,1986,10,1019860010
070495ZMM,POINT (-73.95591283002724 40.8173751678981),R-226,06DCP032M,1,1986,10,1019860010
070495 ZMM,POINT (-73.95600227759844 40.81781471020126),R-146,06DCP032M,1,1986,30,1019860030
070495ZMM,POINT (-73.95600227759844 40.81781471020126),R-226,06DCP032M,1,1986,30,1019860030
070495 ZMM,POINT (-73.95578091972264 40.81827455959265),R-146,06DCP032M,1,1986,65,1019860065
070495ZMM,POINT (-73.95578091972264 40.81827455959265),R-226,06DCP032M,1,1986,65,1019860065
070495ZMM,POINT (-73.95542203562984 40.81895768758534),E-188,06DCP032M,1,1987,1,1019870001
060225ZMM,POINT (-73.95542203562984 40.81895768758534),E-193,06DCP060M,1,1987,1,1019870001
060225 ZMM,POINT (-73.95542203562984 40.81895768758534),R-126,06DCP060M,1,1987,1,1019870001
070495 ZMM,POINT (-73.95509698466323 40.818846633794074),R-148,06DCP032M,1,1987,7,1019870007
070495ZMM,POINT (-73.95509698466323 40.818846633794074),R-226,06DCP032M,1,1987,7,1019870007
070495 ZMM,POINT (-73.95497903050673 40.8186095023633),R-148,06DCP032M,1,1987,9,1019870009
070495ZMM,POINT (-73.95497903050673 40.8186095023633),R-226,06DCP032M,1,1987,9,1019870009
070495ZMM,POINT (-73.95474678218682 40.81883483815463),E-188,06DCP032M,1,1987,53,1019870053
120309ZMM,POINT (-73.95415231073191 40.81908445958204),E-284,12DCP070M,1,1988,14,1019880014
120309ZMM,POINT (-73.95386487161583 40.81896349379649),E-284,12DCP070M,1,1988,18,1019880018
070495ZMM,POINT (-73.95439279816259 40.81950690941431),E-188,06DCP032M,1,1988,53,1019880053
070495ZMM,POINT (-73.95476609316326 40.81942835937377),E-188,06DCP032M,1,1988,60,1019880060
070495 ZMM,POINT (-73.95848931464006 40.81634457724042),R-147,06DCP032M,1,1995,31,1019950031
070495ZMM,POINT (-73.95848931464006 40.81634457724042),R-226,06DCP032M,1,1995,31,1019950031
070495ZMM,POINT (-73.96025948901568 40.81749719570418),E-188,06DCP032M,1,1996,1,1019960001
070495ZMM,POINT (-73.96025948901568 40.81749719570418),R-226,06DCP032M,1,1996,1,1019960001
070495 ZMM,POINT (-73.95929514562678 40.817392217075664),R-144,06DCP032M,1,1996,14,1019960014
070495ZMM,POINT (-73.95929514562678 40.817392217075664),R-226,06DCP032M,1,1996,14,1019960014
070495 ZMM,POINT (-73.95847449467301 40.816987185364106),R-144,06DCP032M,1,1996,23,1019960023
070495ZMM,POINT (-73.95847449467301 40.816987185364106),R-226,06DCP032M,1,1996,23,1019960023
070495ZMM,POINT (-73.95964695587543 40.81763828530102),E-188,06DCP032M,1,1996,56,1019960056
060223 ZMM,POINT (-73.95964695587543 40.81763828530102),R-125,06DCP061M,1,1996,56,1019960056
070495ZMM,POINT (-73.95992220013393 40.817830799432),E-188,06DCP032M,1,1996,61,1019960061
070495 ZMM,POINT (-73.95861382271241 40.81786020760942),R-143,06DCP032M,1,1997,1,1019970001
070495ZMM,POINT (-73.95861382271241 40.81786020760942),R-226,06DCP032M,1,1997,1,1019970001
070495 ZMM,POINT (-73.95939441202545 40.81873529868459),R-145,06DCP032M,1,1998,1,1019980001
070495ZMM,POINT (-73.95939441202545 40.81873529868459),R-226,06DCP032M,1,1998,1,1019980001
070495ZMM,POINT (-73.95930717610815 40.81885438921336),E-188,06DCP032M,1,1998,3,1019980003
070495ZMM,POINT (-73.95930717610815 40.81885438921336),R-226,06DCP032M,1,1998,3,1019980003
070495 ZMM,POINT (-73.95908124073031 40.81871301414638),R-145,06DCP032M,1,1998,6,1019980006
070495ZMM,POINT (-73.95908124073031 40.81871301414638),R-226,06DCP032M,1,1998,6,1019980006
070495 ZMM,POINT (-73.9587658411581 40.81857989034219),R-145,06DCP032M,1,1998,10,1019980010
070495ZMM,POINT (-73.9587658411581 40.81857989034219),R-226,06DCP032M,1,1998,10,1019980010
070495 ZMM,POINT (-73.95841209472958 40.818430578928684),R-145,06DCP032M,1,1998,13,1019980013
070495ZMM,POINT (-73.95841209472958 40.818430578928684),R-226,06DCP032M,1,1998,13,1019980013
070495 ZMM,POINT (-73.95825511186935 40.8183643176918),R-145,06DCP032M,1,1998,16,1019980016
070495ZMM,POINT (-73.95825511186935 40.8183643176918),R-226,06DCP032M,1,1998,16,1019980016
070495ZMM,POINT (-73.9574967482782 40.81820237178009),E-188,06DCP032M,1,1998,24,1019980024
070495ZMM,POINT (-73.9574967482782 40.81820237178009),R-226,06DCP032M,1,1998,24,1019980024
070495ZMM,POINT (-73.9574243841437 40.818014078250215),E-188,06DCP032M,1,1998,26,1019980026
070495ZMM,POINT (-73.9574243841437 40.818014078250215),R-226,06DCP032M,1,1998,26,1019980026
070495ZMM,POINT (-73.95709410321282 40.818032412400825),E-188,06DCP032M,1,1998,29,1019980029
070495ZMM,POINT (-73.95724911197607 40.818253341090426),E-188,06DCP032M,1,1998,38,1019980038
070495 ZMM,POINT (-73.95882746680618 40.81891996326904),R-145,06DCP032M,1,1998,57,1019980057
070495ZMM,POINT (-73.95882746680618 40.81891996326904),R-226,06DCP032M,1,1998,57,1019980057
070495 ZMM,POINT (-73.95915719627082 40.81905913520528),R-145,06DCP032M,1,1998,61,1019980061
070495ZMM,POINT (-73.95915719627082 40.81905913520528),R-226,06DCP032M,1,1998,61,1019980061
070495ZMM,POINT (-73.95679110451056 40.818441424585195),E-188,06DCP032M,1,1999,29,1019990029
070495ZMM,POINT (-73.95674431973433 40.81850355841768),E-188,06DCP032M,1,1999,30,1019990030
070495ZMM,POINT (-73.95670000141135 40.818564056054036),E-188,06DCP032M,1,1999,31,1019990031
070495ZMM,POINT (-73.95665554064196 40.81862474812654),E-188,06DCP032M,1,1999,32,1019990032
070495ZMM,POINT (-73.95657163708239 40.818668730126085),E-188,06DCP032M,1,1999,33,1019990033
070495ZMM,POINT (-73.9565850775282 40.818815861915716),E-188,06DCP032M,1,1999,36,1019990036
050414ZMM,POINT (-73.93907975226013 40.82093096237355),E-173,05DCP070M,1,2013,1,1020130001
50414 ZMM,POINT (-73.93907975226013 40.82093096237355),R-74,05DCP070M,1,2013,1,1020130001
050414ZMM,POINT (-73.93899213130366 40.8210781336891),E-173,05DCP070M,1,2013,3,1020130003
50414 ZMM,POINT (-73.93899213130366 40.8210781336891),R-74,05DCP070M,1,2013,3,1020130003
050414ZMM,POINT (-73.93873746506915 40.821195498127544),E-173,05DCP070M,1,2013,61,1020130061
50414 ZMM,POINT (-73.93873746506915 40.821195498127544),R-74,05DCP070M,1,2013,61,1020130061
120309ZMM,POINT (-73.94557694718303 40.8240715293968),E-284,12DCP070M,1,2050,150,1020500150
120309ZMM,POINT (-73.94434821459528 40.823556984927926),E-284,12DCP070M,1,2051,56,1020510056
120309ZMM,POINT (-73.9442953760222 40.82353849114463),E-284,12DCP070M,1,2051,57,1020510057
120309ZMM,POINT (-73.94424224358062 40.82351989633939),E-284,12DCP070M,1,2051,58,1020510058
120309ZMM,POINT (-73.94418618879789 40.82350027893279),E-284,12DCP070M,1,2051,59,1020510059
120309ZMM,POINT (-73.94005052772123 40.82980074380752),E-284,12DCP070M,1,2054,69,1020540069
120309ZMM,POINT (-73.94455903460381 40.82833038464163),E-284,12DCP070M,1,2065,6,1020650006
120309ZMM,POINT (-73.94425270189433 40.82820132837565),E-284,12DCP070M,1,2065,10,1020650010
120309ZMM,POINT (-73.9406249409863 40.83020175313052),E-284,12DCP070M,1,2069,20,1020690020
100277ZMM,POINT (-73.94097097377724 40.83035188658335),E-256,10DCP031M,1,2069,7501,1020697501
100277 ZMM,POINT (-73.94097097377724 40.83035188658335),R-193,10DCP031M,1,2069,7501,1020697501
120309ZMM,POINT (-73.95267605880724 40.82207791157701),E-284,12DCP070M,1,2070,8,1020700008
120309ZMM,POINT (-73.95225256251118 40.821800340072116),E-284,12DCP070M,1,2070,12,1020700012
120309ZMM,POINT (-73.95100198516086 40.822273408859395),E-284,12DCP070M,1,2071,42,1020710042
120309ZMM,POINT (-73.95095529392192 40.82225393109105),E-284,12DCP070M,1,2071,141,1020710141
120309ZMM,POINT (-73.95019785852249 40.82275965099353),E-284,12DCP070M,1,2072,38,1020720038
120309ZMM,POINT (-73.9487198242085 40.825072696616935),E-284,12DCP070M,1,2076,25,1020760025
120309ZMM,POINT (-73.94856132299691 40.825006050578665),E-284,12DCP070M,1,2076,27,1020760027
120309ZMM,POINT (-73.94852432863577 40.825311438067075),E-284,12DCP070M,1,2076,40,1020760040
120309ZMM,POINT (-73.94872720291367 40.82539663518954),E-284,12DCP070M,1,2076,41,1020760041
120309ZMM,POINT (-73.9489364557377 40.82548451105121),E-284,12DCP070M,1,2076,45,1020760045
120309ZMM,POINT (-73.95023369219008 40.826029269252864),E-284,12DCP070M,1,2076,61,1020760061
120309ZMM,POINT (-73.94866678226107 40.825050393854355),E-284,12DCP070M,1,2076,125,1020760125
120309ZMM,POINT (-73.94850927897131 40.82498416691899),E-284,12DCP070M,1,2076,127,1020760127
120309ZMM,POINT (-73.94948247213328 40.82632914258916),E-284,12DCP070M,1,2077,6,1020770006
120309ZMM,POINT (-73.94815951578296 40.82577449407276),E-284,12DCP070M,1,2077,24,1020770024
120309ZMM,POINT (-73.94832007899204 40.82666046188974),E-284,12DCP070M,1,2078,17,1020780017
120309ZMM,POINT (-73.94877505425092 40.82716957894899),E-284,12DCP070M,1,2078,55,1020780055
120309ZMM,POINT (-73.95102173629861 40.826352673805474),E-284,12DCP070M,1,2091,36,1020910036
120309ZMM,POINT (-73.95137914107785 40.827117754456964),E-284,12DCP070M,1,2092,21,1020920021
120309ZMM,POINT (-73.95074383843325 40.826867093113975),E-284,12DCP070M,1,2092,26,1020920026
180204ZMM 180205ZRM,POINT (-73.91877022628277 40.86067686335728),E-459,17DME007M,1,2184,20,1021840020
180204ZMM 180205ZRM,POINT (-73.91826341941004 40.861276317545986),E-459,17DME007M,1,2185,1,1021850001
180204ZMM 180205ZRM,POINT (-73.9179656995685 40.86196786915356),E-459,17DME007M,1,2185,25,1021850025
180204ZMM 180205ZRM,POINT (-73.91711878405667 40.861653270163956),E-459,17DME007M,1,2185,36,1021850036
180204ZMM 180205ZRM,POINT (-73.91759140634574 40.8618162570408),E-459,17DME007M,1,2185,51,1021850051
180204ZMM 180205ZRM,POINT (-73.91750886809189 40.86259286630768),E-459,17DME007M,1,2186,1,1021860001
180204ZMM 180205ZRM,POINT (-73.91719885446157 40.8629920512101),E-459,17DME007M,1,2187,1,1021870001
180204ZMM 180205ZRM,POINT (-73.91706539828508 40.863172920535234),E-459,17DME007M,1,2187,5,1021870005
180204ZMM 180205ZRM,POINT (-73.91645005172278 40.8629730189577),E-459,17DME007M,1,2187,7,1021870007
180204ZMM 180205ZRM,POINT (-73.91590228264555 40.862710490154505),E-459,17DME007M,1,2187,20,1021870020
180204ZMM 180205ZRM,POINT (-73.91607589687793 40.86377209255793),E-459,17DME007M,1,2188,1,1021880001
180204ZMM 180205ZRM,POINT (-73.9174093607258 40.86416766291134),E-459,17DME007M,1,2189,60,1021890060
180204ZMM 180205ZRM,POINT (-73.91133293736337 40.87093835339432),E-459,17DME007M,1,2197,47,1021970047
180204ZMM 180205ZRM,POINT (-73.91073751758145 40.8714576555693),E-459,17DME007M,1,2197,67,1021970067
180204ZMM 180205ZRM,POINT (-73.91068712275485 40.87176837162421),E-459,17DME007M,1,2197,71,1021970071
180204ZMM 180205ZRM,POINT (-73.91073488381313 40.87200129655672),E-459,17DME007M,1,2197,74,1021970074
180204ZMM 180205ZRM,POINT (-73.91099815239315 40.87046251689536),E-459,17DME007M,1,2197,75,1021970075
180204ZMM 180205ZRM,POINT (-73.91075078851372 40.8721345514586),E-459,17DME007M,1,2197,174,1021970174
180204ZMM 180205ZRM,POINT (-73.92106254042245 40.86077224051482),E-459,17DME007M,1,2198,1,1021980001
180204ZMM 180205ZRM,POINT (-73.9209434954204 40.861005366190305),E-459,17DME007M,1,2198,5,1021980005
180204ZMM 180205ZRM,POINT (-73.92070033475994 40.86148851856377),E-459,17DME007M,1,2199,1,1021990001
180204ZMM 180205ZRM,POINT (-73.92034059003497 40.8613369784861),E-459,17DME007M,1,2199,11,1021990011
180204ZMM 180205ZRM,POINT (-73.920024773889 40.861203942197726),E-459,17DME007M,1,2199,34,1021990034
180204ZMM 180205ZRM,POINT (-73.9203418724537 40.86199725120709),E-459,17DME007M,1,2200,1,1022000001
